,period,Actual,Predicted
70,2024-03-16,2.12,1.8228767123287666
71,2024-03-17,2.08,1.8228767123287666
72,2024-03-18,1.83,1.858203389830509
73,2024-03-19,2.0,1.8228767123287666
74,2024-03-20,1.75,1.7337198067632833
75,2024-03-21,2.0,1.8228767123287666
76,2024-03-22,2.0,1.8228767123287666
77,2024-03-23,2.08,1.858203389830509
78,2024-03-24,2.12,1.8228767123287666
79,2024-03-25,2.0,1.858203389830509
80,2024-03-26,2.0,1.726398809523809
81,2024-03-27,1.54,1.7337198067632833
82,2024-03-29,2.04,1.7201562500000005
83,2024-03-30,2.17,1.6724605678233415
84,2024-03-31,1.33,1.6622093023255813
85,2024-04-01,1.88,1.7337198067632833
86,2024-04-02,2.0,1.7903947368421052
87,2024-04-03,2.0,1.7337198067632833
88,2024-04-04,2.0,1.858203389830509
89,2024-04-05,2.0,1.7337198067632833
90,2024-04-06,2.0,1.7201562500000005
91,2024-04-07,2.0,1.7201562500000005
92,2024-04-08,1.92,1.7201562500000005
93,2024-04-09,1.71,1.7201562500000005
94,2024-04-10,1.96,1.6724605678233415
95,2024-04-11,1.75,1.7578616352201257
96,2024-04-12,1.96,1.8228767123287666
97,2024-04-13,2.0,1.6039726027397267
98,2024-04-14,2.25,1.6400000000000003
99,2024-04-15,2.29,1.6724605678233415
100,2024-04-16,1.62,1.7261309523809534
101,2024-04-17,1.62,1.7201562500000005
102,2024-04-19,2.0,1.6724605678233415
103,2024-04-20,1.58,1.6724605678233415
104,2024-04-21,2.08,1.7261309523809534
105,2024-04-27,2.38,1.6622093023255813
106,2024-05-01,1.88,1.6724605678233415
107,2024-05-05,2.0,1.6724605678233415
108,2024-05-08,2.0,1.858203389830509
109,2024-05-14,2.21,1.6724605678233415
110,2024-05-21,1.62,1.7337198067632833
111,2024-05-22,2.25,1.726398809523809
112,2024-05-23,1.83,1.94228346456693
113,2024-05-28,1.79,1.858203389830509
114,2024-06-02,2.79,1.6724605678233415
115,2024-06-06,1.62,1.9841798941798932
116,2024-06-13,2.42,1.858203389830509
117,2024-06-18,2.88,2.1993023255813955
118,2024-06-19,2.88,2.1384210526315797
119,2024-06-20,2.54,2.1384210526315797
120,2024-06-26,2.58,1.9841798941798932
121,2024-07-01,1.08,1.94228346456693
122,2024-07-02,2.08,1.94228346456693
123,2024-07-05,1.96,2.1384210526315797
124,2024-07-06,1.96,2.1384210526315797
125,2024-07-07,2.92,2.1384210526315797
126,2024-07-08,2.67,2.153469387755102
127,2024-07-09,2.42,2.1993023255813955
