,period,Actual,Predicted
61,2024-03-05,1.5,1.8232569708771291
62,2024-03-06,1.67,1.8210976019162088
63,2024-03-07,1.5,1.8614879841009109
64,2024-03-10,2.04,1.6678888607531008
65,2024-03-11,1.79,1.7257509230075467
66,2024-03-12,2.21,1.6597262415128524
67,2024-03-13,2.04,1.6670825744695665
68,2024-03-14,2.04,1.7151209488201642
69,2024-03-15,1.46,1.7788805509005345
70,2024-03-16,2.12,1.6821009315046078
71,2024-03-17,2.08,1.6233968241208956
72,2024-03-18,1.83,1.706714467931448
73,2024-03-19,2.0,1.7258690907490335
74,2024-03-20,1.75,1.7625629351191128
75,2024-03-21,2.0,1.6735663045071847
76,2024-03-22,2.0,1.6440065631771383
77,2024-03-23,2.08,1.7546318344810663
78,2024-03-24,2.12,1.6784123409359315
79,2024-03-25,2.0,1.6689372929430193
80,2024-03-26,2.0,1.77702802558662
81,2024-03-27,1.54,1.7691416935356135
82,2024-03-29,2.04,1.6506958539425158
83,2024-03-30,2.17,1.5634214698662394
84,2024-03-31,1.33,1.539422130511828
85,2024-04-01,1.88,1.7156320092480037
86,2024-04-02,2.0,1.7414425755990037
87,2024-04-03,2.0,1.7168538876165211
88,2024-04-04,2.0,1.707923949972208
89,2024-04-05,2.0,1.7243505335075615
90,2024-04-06,2.0,1.6158342927041485
91,2024-04-07,2.0,1.607068599762032
92,2024-04-08,1.92,1.613522725434847
93,2024-04-09,1.71,1.5929679628350024
94,2024-04-10,1.96,1.6621017645780873
95,2024-04-11,1.75,1.6916647745701305
96,2024-04-12,1.96,1.651334320023222
97,2024-04-13,2.0,1.5488627165144284
98,2024-04-14,2.25,1.534537005771808
99,2024-04-15,2.29,1.6046217353827605
100,2024-04-16,1.62,1.582896579053429
101,2024-04-17,1.62,1.6179724102689963
102,2024-04-19,2.0,1.6253405474238525
103,2024-04-20,1.58,1.5625162018748278
104,2024-04-21,2.08,1.581733057380992
105,2024-04-27,2.38,1.5203246839705087
106,2024-05-01,1.88,1.6357826381109826
107,2024-05-05,2.0,1.593011394997169
108,2024-05-08,2.0,1.6981375397495975
109,2024-05-14,2.21,1.6104603998800686
110,2024-05-21,1.62,1.7431958858634857
111,2024-05-22,2.25,1.829620991458035
112,2024-05-23,1.83,1.868262896635197
113,2024-05-28,1.79,1.765995667087581
114,2024-06-02,2.79,1.6824864298187394
115,2024-06-06,1.62,1.9500207508619791
116,2024-06-13,2.42,1.7590458733792351
117,2024-06-18,2.88,2.0250621544814726
118,2024-06-19,2.88,2.0433784700222497
119,2024-06-20,2.54,2.0629569047682104
120,2024-06-26,2.58,1.9380779956374208
121,2024-07-01,1.08,1.8909923647994278
122,2024-07-02,2.08,1.885485675177113
123,2024-07-05,1.96,2.072387182685236
124,2024-07-06,1.96,2.01786340212439
125,2024-07-07,2.92,2.0353939917639394
126,2024-07-08,2.67,2.1037014146995787
127,2024-07-09,2.42,2.103756764988142
128,2024-07-10,2.04,2.1351130267647513
129,2024-07-11,1.92,2.0878990924809266
130,2024-07-12,1.96,2.044211825804101
131,2024-07-13,1.58,2.0059469480478866
132,2024-07-14,2.5,1.9598969095822267
133,2024-07-15,2.83,2.0078006005001234
134,2024-07-16,2.79,2.0348847124260856
135,2024-07-17,2.54,1.9194924777768567
136,2024-07-21,2.79,1.926492063732213
137,2024-07-22,2.46,2.0192394897069748
138,2024-08-01,1.67,2.0906189668468866
139,2024-08-02,1.96,2.1163129718145868
140,2024-08-03,2.04,2.086609833806201
141,2024-08-04,1.96,2.0220949064340896
142,2024-08-05,2.04,2.0354569341930246
143,2024-08-06,1.67,2.0202794852448984
144,2024-08-07,1.67,1.8632271318349733
145,2024-08-08,1.88,1.817202821741618
146,2024-08-11,1.75,1.8210639884335684
147,2024-08-12,1.62,1.8897744676543267
148,2024-08-13,1.38,1.8808502216472491
149,2024-08-14,2.42,1.9680254845435416
150,2024-08-15,2.25,2.029967266514487
151,2024-08-16,2.46,2.0059494271255303
152,2024-08-17,1.62,1.932541562178196
153,2024-08-18,1.71,1.9052231029520081
154,2024-08-19,1.62,2.010904753347729
155,2024-08-20,1.25,1.808017192863625
156,2024-08-21,1.33,1.7403045033546582
157,2024-08-22,1.25,1.7280945062554207
158,2024-08-23,1.75,1.7800801369252723
159,2024-08-24,2.42,1.7608826055927578
160,2024-08-25,2.96,1.8518082796767532
161,2024-08-26,2.75,2.018065275773832
162,2024-08-27,3.29,1.9849483928870026
163,2024-08-28,2.88,2.058481547350599
164,2024-08-30,1.71,1.8219539198215138
165,2024-08-31,1.5,1.8520226054427957
166,2024-09-01,1.58,1.863709830453434
167,2024-09-02,1.58,1.7620398904330679
168,2024-09-03,1.75,1.7288735553605479
169,2024-09-04,2.33,1.8124176765618758
170,2024-09-05,1.96,1.8164283738839442
171,2024-09-07,1.83,1.7871822189720312
172,2024-09-08,1.62,1.6261071938544545
173,2024-09-09,2.0,1.7484981178413594
174,2024-09-10,1.52,1.8271517510517201
175,2024-09-11,1.96,1.8513551359810205
176,2024-09-17,1.83,1.855910045701942
177,2024-09-18,1.71,1.943378027795426
178,2024-09-19,1.83,1.9370703314572606
179,2024-10-01,1.5,1.8226638299398232
180,2024-10-02,1.67,1.833601560768063
181,2024-10-07,1.25,1.9349163257472877
182,2024-10-08,1.38,1.8631393939294605
183,2024-10-09,1.54,1.874342634670906
184,2024-10-10,1.04,1.8785641380472282
185,2024-10-11,1.21,1.8256472663106358
186,2024-10-12,1.75,1.7545690008087536
187,2024-10-13,1.25,1.929606341784417
188,2024-10-14,1.62,1.9504358192997246
189,2024-10-15,1.29,1.9127883020470184
190,2024-10-16,1.58,1.8985746324593773
191,2024-10-17,1.42,1.957507417053733
192,2024-10-18,1.71,1.8975975641496525
193,2024-10-19,2.12,1.834553312775035
194,2024-10-20,2.0,1.7925010516564486
195,2024-10-21,2.21,1.846773974240557
196,2024-10-22,2.17,1.8851140604491876
197,2024-10-23,3.21,1.8806103069810087
198,2024-10-24,1.83,1.9035175129117436
199,2024-10-25,1.29,1.8792183312532988
200,2024-10-26,1.54,1.8105780814091406
201,2024-10-27,1.83,1.7943814949763515
202,2024-10-28,1.33,1.9274640198407824
203,2024-10-29,1.58,2.0006516721238894
204,2024-10-30,1.83,1.9144988369219105
205,2024-11-01,1.96,1.8260109895814578
206,2024-11-02,1.5,1.8285300942430158
