,period,Actual,Predicted
179,2024-10-01,1.5,1.7663000000000002
180,2024-10-02,1.67,1.8782000000000014
181,2024-10-07,1.25,1.922400000000001
182,2024-10-08,1.38,2.087600000000002
183,2024-10-09,1.54,2.0700000000000007
184,2024-10-10,1.04,1.7701000000000013
185,2024-10-11,1.21,2.185200000000002
186,2024-10-12,1.75,1.6359000000000015
187,2024-10-13,1.25,2.309900000000001
188,2024-10-14,1.62,2.1750000000000007
189,2024-10-15,1.29,1.978900000000001
190,2024-10-16,1.58,1.7536
191,2024-10-17,1.42,1.8276000000000008
192,2024-10-18,1.71,1.9660000000000002
193,2024-10-19,2.12,1.6524999999999992
194,2024-10-20,2.0,1.7132999999999996
195,2024-10-21,2.21,1.7490999999999992
196,2024-10-22,2.17,1.8089000000000015
197,2024-10-23,3.21,1.8202000000000016
198,2024-10-24,1.83,1.9956999999999996
199,2024-10-25,1.29,1.7894999999999988
200,2024-10-26,1.54,1.2082999999999993
201,2024-10-27,1.83,1.1320999999999999
202,2024-10-28,1.33,1.9377000000000006
203,2024-10-29,1.58,2.0492000000000004
204,2024-10-30,1.83,1.7164000000000001
205,2024-11-01,1.96,1.7692999999999999
206,2024-11-02,1.5,2.0493000000000015
