,period,Actual,Predicted
63,2024-03-07,1.5,1.7561985812651273
64,2024-03-10,2.04,1.602234731937617
65,2024-03-11,1.79,1.4858807701699281
66,2024-03-12,2.21,1.631549546806297
67,2024-03-13,2.04,1.708161342081522
68,2024-03-14,2.04,1.5591409454523624
69,2024-03-15,1.46,1.6944426016869958
70,2024-03-16,2.12,1.7818667373104535
71,2024-03-17,2.08,1.670509155767613
72,2024-03-18,1.83,1.799064455656921
73,2024-03-19,2.0,1.5954332876925479
74,2024-03-20,1.75,1.6688084121779216
75,2024-03-21,2.0,1.751472459486692
76,2024-03-22,2.0,1.706086328255918
77,2024-03-23,2.08,1.827450696552811
78,2024-03-24,2.12,1.7840473468486662
79,2024-03-25,2.0,1.585132639943519
80,2024-03-26,2.0,1.47190910966344
81,2024-03-27,1.54,1.64421807226816
82,2024-03-29,2.04,1.6181644736195089
83,2024-03-30,2.17,1.6391460272060074
84,2024-03-31,1.33,1.6375975569698384
85,2024-04-01,1.88,1.611895620330694
86,2024-04-02,2.0,1.6451949430997799
87,2024-04-03,2.0,1.6467526593981974
88,2024-04-04,2.0,1.799064455656921
89,2024-04-05,2.0,1.5186344279987274
90,2024-04-06,2.0,1.6796957337202711
91,2024-04-07,2.0,1.6249093815978557
92,2024-04-08,1.92,1.6551509568236462
93,2024-04-09,1.71,1.6610840948102517
94,2024-04-10,1.96,1.5300159191801395
95,2024-04-11,1.75,1.7360107164314789
96,2024-04-12,1.96,1.7264075898231581
97,2024-04-13,2.0,1.5159838425385637
98,2024-04-14,2.25,1.585897957249684
99,2024-04-15,2.29,1.5598991450031434
100,2024-04-16,1.62,1.5774864282008136
101,2024-04-17,1.62,1.6524476722731116
102,2024-04-19,2.0,1.561435509361404
103,2024-04-20,1.58,1.512465332798034
104,2024-04-21,2.08,1.553406711038956
105,2024-04-27,2.38,1.5866006410882807
106,2024-05-01,1.88,1.5549420883301956
107,2024-05-05,2.0,1.5447689890917862
108,2024-05-08,2.0,1.736062335234808
109,2024-05-14,2.21,1.583147552383235
110,2024-05-21,1.62,1.6388235232507804
111,2024-05-22,2.25,1.6795704742893114
112,2024-05-23,1.83,1.8170780794063501
113,2024-05-28,1.79,1.7167730038894897
114,2024-06-02,2.79,1.6148472294084733
115,2024-06-06,1.62,2.0141203823429628
116,2024-06-13,2.42,1.7394177964617117
117,2024-06-18,2.88,2.23683106439991
118,2024-06-19,2.88,2.1573869174188145
119,2024-06-20,2.54,2.224148731242979
120,2024-06-26,2.58,1.9200882852044108
121,2024-07-01,1.08,1.816938469334266
122,2024-07-02,2.08,1.7529317920311276
123,2024-07-05,1.96,2.0951844666778907
124,2024-07-06,1.96,2.098491546714907
125,2024-07-07,2.92,2.17756214708118
126,2024-07-08,2.67,2.279138723661715
127,2024-07-09,2.42,2.078968693454847
128,2024-07-10,2.04,2.001080200234294
129,2024-07-11,1.92,2.5813889973972683
130,2024-07-12,1.96,2.3215890739841316
131,2024-07-13,1.58,2.3169223785665736
132,2024-07-14,2.5,2.2435655180825966
133,2024-07-15,2.83,2.25485188225631
134,2024-07-16,2.79,2.291882800572359
135,2024-07-17,2.54,1.9862115720320963
136,2024-07-21,2.79,1.8633387527499345
137,2024-07-22,2.46,2.025628613195776
138,2024-08-01,1.67,2.5419610114221243
139,2024-08-02,1.96,2.3317170861951646
140,2024-08-03,2.04,2.2691473653895944
141,2024-08-04,1.96,2.3000380208470106
142,2024-08-05,2.04,2.1145165372028893
143,2024-08-06,1.67,2.126581344690272
144,2024-08-07,1.67,1.793921721218529
145,2024-08-08,1.88,1.757519115896424
146,2024-08-11,1.75,1.6146105176029548
147,2024-08-12,1.62,1.8442398215355222
148,2024-08-13,1.38,1.8318257820818806
149,2024-08-14,2.42,1.9621719884797595
150,2024-08-15,2.25,2.2801127744047447
151,2024-08-16,2.46,2.237014334638285
152,2024-08-17,1.62,1.926006825579011
153,2024-08-18,1.71,1.885647402218975
154,2024-08-19,1.62,2.102743051254754
155,2024-08-20,1.25,1.686682722610876
156,2024-08-21,1.33,1.7490566030620651
157,2024-08-22,1.25,1.755634112667501
158,2024-08-23,1.75,1.7089372573559258
159,2024-08-24,2.42,1.7655873067093528
160,2024-08-25,2.96,1.615242902301903
161,2024-08-26,2.75,2.0695226696616853
162,2024-08-27,3.29,1.9994050242757773
163,2024-08-28,2.88,2.1891831462846927
164,2024-08-30,1.71,1.6146105176029548
165,2024-08-31,1.5,1.5899376042400752
166,2024-09-01,1.58,1.7298875911948277
167,2024-09-02,1.58,1.5608378289543203
168,2024-09-03,1.75,1.600199469598284
169,2024-09-04,2.33,1.6281834776614676
170,2024-09-05,1.96,1.6171932735325059
171,2024-09-07,1.83,1.6807103446561356
172,2024-09-08,1.62,1.6384535708233072
173,2024-09-09,2.0,1.8435731129187036
174,2024-09-10,1.52,1.7033188616492192
175,2024-09-11,1.96,1.6432821519911467
176,2024-09-17,1.83,1.6738349658113942
177,2024-09-18,1.71,1.931526355060568
178,2024-09-19,1.83,1.8911954525180454
179,2024-10-01,1.5,1.743898383315713
180,2024-10-02,1.67,1.6955015897997634
181,2024-10-07,1.25,1.9746677049211656
182,2024-10-08,1.38,1.850651461396685
183,2024-10-09,1.54,1.752051000223335
184,2024-10-10,1.04,1.8337979293623394
185,2024-10-11,1.21,1.8909531650062967
186,2024-10-12,1.75,1.7032018020410875
187,2024-10-13,1.25,1.9559197523693894
188,2024-10-14,1.62,2.0168219625916635
189,2024-10-15,1.29,1.9408327386897097
190,2024-10-16,1.58,1.8855306317773999
191,2024-10-17,1.42,2.0131478188270364
192,2024-10-18,1.71,1.936221948069512
193,2024-10-19,2.12,1.6975940577369881
194,2024-10-20,2.0,1.6458973736586842
195,2024-10-21,2.21,1.7175543637593376
