,period,Actual,Predicted
153,2024-08-18,1.71,1.7888394756811958
154,2024-08-19,1.62,1.9237274645805067
155,2024-08-20,1.25,1.6080268013935912
156,2024-08-21,1.33,1.691058754551415
157,2024-08-22,1.25,1.7174808390447356
158,2024-08-23,1.75,1.6648769322057626
159,2024-08-24,2.42,1.7414623761375287
160,2024-08-25,2.96,1.5625659727568468
161,2024-08-26,2.75,2.016691027539157
162,2024-08-27,3.29,1.9648370358912217
163,2024-08-28,2.88,2.0132142678130385
164,2024-08-30,1.71,1.580940661975545
165,2024-08-31,1.5,1.5625659727568468
166,2024-09-01,1.58,1.8382204012983026
167,2024-09-02,1.58,1.6204379056589069
168,2024-09-03,1.75,1.7098683760674978
169,2024-09-04,2.33,1.534096253390277
170,2024-09-05,1.96,1.5309160861249478
171,2024-09-07,1.83,1.8029777678413488
172,2024-09-08,1.62,1.6837382676771235
173,2024-09-09,2.0,1.8192563976581995
174,2024-09-10,1.52,1.6609791190076444
175,2024-09-11,1.96,1.5625659727568468
176,2024-09-17,1.83,1.6501086960395484
177,2024-09-18,1.71,1.9446756066803066
178,2024-09-19,1.83,1.9353795320954361
179,2024-10-01,1.5,1.7539007030040723
180,2024-10-02,1.67,1.7523485069790483
181,2024-10-07,1.25,1.8990387432557296
182,2024-10-08,1.38,1.8513891081048124
183,2024-10-09,1.54,1.8393891375609634
184,2024-10-10,1.04,1.8116559311186855
185,2024-10-11,1.21,1.8391578427271105
186,2024-10-12,1.75,1.7473708350013581
187,2024-10-13,1.25,1.8507786855237356
188,2024-10-14,1.62,1.920064835308817
189,2024-10-15,1.29,1.8507786855237356
190,2024-10-16,1.58,1.8507786855237356
191,2024-10-17,1.42,1.9446756066803066
192,2024-10-18,1.71,1.8507786855237356
193,2024-10-19,2.12,1.7271168923014928
194,2024-10-20,2.0,1.6833564932387644
195,2024-10-21,2.21,1.7271168923014928
196,2024-10-22,2.17,1.8116559311186855
197,2024-10-23,3.21,1.8116559311186855
198,2024-10-24,1.83,1.8211121288009247
199,2024-10-25,1.29,1.7984872243121757
200,2024-10-26,1.54,1.5309160861249478
201,2024-10-27,1.83,1.5350062522486312
202,2024-10-28,1.33,1.7940053172104415
203,2024-10-29,1.58,1.9237274645805067
204,2024-10-30,1.83,1.8507786855237356
205,2024-11-01,1.96,1.6609791190076444
206,2024-11-02,1.5,1.8391578427271105
